problem_id,task_id,model_name,instruction_pssi,paraphrase_pssi,difference_paraphrase_minus_instruction
humaneval_000,HumanEval/0,claude_model,0.6329133629568042,0.03862861963103222,-0.594284743325772
humaneval_000,HumanEval/0,deepseek_model,0.3480301005638516,0.47840743653654616,0.13037733597269457
humaneval_000,HumanEval/0,gpt5_model,0.751512610254454,0.43580032531505114,-0.3157122849394029
humaneval_001,HumanEval/1,claude_model,0.7616990891541912,0.0,-0.7616990891541912
humaneval_001,HumanEval/1,deepseek_model,0.7490856253209945,0.5232124118997961,-0.22587321342119848
humaneval_001,HumanEval/1,gpt5_model,0.5347294332779313,0.43959455638897094,-0.09513487688896038
humaneval_002,HumanEval/2,claude_model,0.762114002984019,0.14893772350578777,-0.6131762794782312
humaneval_002,HumanEval/2,deepseek_model,0.40021524394734553,0.2703203573544055,-0.12989488659294002
humaneval_002,HumanEval/2,gpt5_model,0.733458465990412,0.6372238048909816,-0.09623466109943035
humaneval_003,HumanEval/3,claude_model,0.069542635485446,0.0,-0.069542635485446
humaneval_003,HumanEval/3,deepseek_model,0.0,0.0,0.0
humaneval_003,HumanEval/3,gpt5_model,1.1087136281133634,1.0079095824064095,-0.1008040457069539
humaneval_004,HumanEval/4,claude_model,0.9274096018667783,0.0,-0.9274096018667783
humaneval_004,HumanEval/4,deepseek_model,1.2958300043628763,0.0,-1.2958300043628763
humaneval_004,HumanEval/4,gpt5_model,1.6519078674798813,0.6984530850333317,-0.9534547824465496
humaneval_005,HumanEval/5,claude_model,0.03342299960518767,0.02228199973679178,-0.011140999868395892
humaneval_005,HumanEval/5,deepseek_model,0.4683279602440882,0.0,-0.4683279602440882
humaneval_005,HumanEval/5,gpt5_model,0.8610888878857244,0.5762350824273668,-0.2848538054583576
humaneval_006,HumanEval/6,claude_model,1.7962626591708766,1.3232012710619563,-0.4730613881089203
humaneval_006,HumanEval/6,deepseek_model,0.016350789950335776,0.0,-0.016350789950335776
humaneval_006,HumanEval/6,gpt5_model,0.376428530287557,0.3858121592861206,0.009383628998563598
humaneval_007,HumanEval/7,claude_model,0.7032436553763145,0.0,-0.7032436553763145
humaneval_007,HumanEval/7,deepseek_model,0.7788251568822985,0.0,-0.7788251568822985
humaneval_007,HumanEval/7,gpt5_model,1.2393353221058172,0.654858522106759,-0.5844767999990582
humaneval_008,HumanEval/8,claude_model,0.64970898748323,0.003547327718546045,-0.646161659764684
humaneval_008,HumanEval/8,deepseek_model,0.6006577210314556,0.0,-0.6006577210314556
humaneval_008,HumanEval/8,gpt5_model,0.7226053905052903,0.4209037656702951,-0.3017016248349952
humaneval_009,HumanEval/9,claude_model,0.6482248130640528,0.0,-0.6482248130640528
humaneval_009,HumanEval/9,deepseek_model,0.022678155065861415,0.0,-0.022678155065861415
humaneval_009,HumanEval/9,gpt5_model,0.5384900938667592,0.4145401917865379,-0.12394990208022127
