problem_id,task_id,model_name,model_id,provider,num_prompt_types,num_valid_prompt_vectors,num_prompt_pairs,avg_prompt_distance,pssi,success_rate
humaneval_000,HumanEval/0,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.038429011106033674,0.038429011106033674,1.0
humaneval_000,HumanEval/0,deepseek_model,deepseek-flash,deepseek,5,5,10,0.48747492937601083,0.48747492937601083,1.0
humaneval_000,HumanEval/0,gpt5_model,gpt-5-mini,openai,5,5,10,0.43677991353709295,0.43677991353709295,0.96
humaneval_001,HumanEval/1,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0,0.0,1.0
humaneval_001,HumanEval/1,deepseek_model,deepseek-flash,deepseek,5,5,10,0.5160103666145229,0.5160103666145229,1.0
humaneval_001,HumanEval/1,gpt5_model,gpt-5-mini,openai,5,5,10,0.4348173795897347,0.4348173795897347,1.0
humaneval_002,HumanEval/2,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.14816810658471746,0.14816810658471746,1.0
humaneval_002,HumanEval/2,deepseek_model,deepseek-flash,deepseek,5,5,10,0.26726046453632984,0.26726046453632984,1.0
humaneval_002,HumanEval/2,gpt5_model,gpt-5-mini,openai,5,5,10,0.636555246385746,0.636555246385746,0.92
humaneval_003,HumanEval/3,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0,0.0,1.0
humaneval_003,HumanEval/3,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_003,HumanEval/3,gpt5_model,gpt-5-mini,openai,5,5,10,1.0022569682416607,1.0022569682416607,1.0
humaneval_004,HumanEval/4,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0,0.0,1.0
humaneval_004,HumanEval/4,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_004,HumanEval/4,gpt5_model,gpt-5-mini,openai,5,5,10,0.7106506980115066,0.7106506980115066,1.0
humaneval_005,HumanEval/5,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.022166860310533176,0.022166860310533176,1.0
humaneval_005,HumanEval/5,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_005,HumanEval/5,gpt5_model,gpt-5-mini,openai,5,5,10,0.5798356585975311,0.5798356585975311,1.0
humaneval_006,HumanEval/6,claude_model,claude-sonnet-4-6,anthropic,5,5,10,1.357739549560208,1.357739549560208,1.0
humaneval_006,HumanEval/6,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_006,HumanEval/6,gpt5_model,gpt-5-mini,openai,5,5,10,0.38213063851480567,0.38213063851480567,1.0
humaneval_007,HumanEval/7,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0,0.0,1.0
humaneval_007,HumanEval/7,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_007,HumanEval/7,gpt5_model,gpt-5-mini,openai,5,5,10,0.6640146261017903,0.6640146261017903,1.0
humaneval_008,HumanEval/8,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0035289973494997185,0.0035289973494997185,1.0
humaneval_008,HumanEval/8,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_008,HumanEval/8,gpt5_model,gpt-5-mini,openai,5,5,10,0.4294974011875734,0.4294974011875734,1.0
humaneval_009,HumanEval/9,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0,0.0,1.0
humaneval_009,HumanEval/9,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_009,HumanEval/9,gpt5_model,gpt-5-mini,openai,5,5,10,0.414272570927494,0.414272570927494,1.0
humaneval_010,HumanEval/10,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0,0.0,1.0
humaneval_010,HumanEval/10,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0734097267158633,0.0734097267158633,1.0
humaneval_010,HumanEval/10,gpt5_model,gpt-5-mini,openai,5,5,10,0.28884977525743327,0.28884977525743327,1.0
humaneval_011,HumanEval/11,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.256261833440412,0.256261833440412,1.0
humaneval_011,HumanEval/11,deepseek_model,deepseek-flash,deepseek,5,5,10,0.0,0.0,1.0
humaneval_011,HumanEval/11,gpt5_model,gpt-5-mini,openai,5,5,10,0.8515064531255121,0.8515064531255121,1.0
humaneval_012,HumanEval/12,claude_model,claude-sonnet-4-6,anthropic,5,5,10,0.0,0.0,1.0
